formula,target_hardness_Reuss,target_hardness_VRH,target_hardness_Voigt,Bulk_Reuss,Bulk_Voigt,Bulk_VRH,Shear_Reuss,Shear_Voigt,Shear_VRH
La8N4S6La8N4S6,26.34878124,38.73864686,49.99270106,36.3036,67.4259,51.8648,22.0224,33.6389,27.8307
La8Pb6La8Pb6,36.17441943,34.55771123,33.06053183,45.3981,45.3981,45.3981,24.0606,25.8256,24.9431
La8Rh6La8Rh6,88.57702012,79.81328747,72.48690786,61.5889,61.5889,61.5889,18.3994,21.7033,20.0513
La8Ru8Sn24La8Ru8Sn24,79.74345762,79.73765113,79.73153986,83.5,83.5,83.5,31.6761,31.68,31.678
La8S12La8S12,54.8692526,54.4334991,54.00906309,69.0551,69.5407,69.2979,32.3384,33.1011,32.7198
La8Sb6La8Sb6,46.52048864,44.13279746,41.94999104,55.3,55.3,55.3,26.4755,28.76,27.6177
Li1Mg1P1Li1Mg1P1,99.36588898,55.10406078,36.73592654,55.7611,55.7611,55.7611,14.4114,32.3567,23.384
Li1Mg4Si2Li1Mg4Si2,81.70458905,64.61850452,53.05483883,48.3135,48.5519,48.4327,13.665,19.5911,16.628
Li1Mg8Si4Li1Mg8Si4,33.57794836,33.25183302,32.93093916,52.5444,52.5444,52.5444,31.7684,32.2567,32.0125
Li1N1Zn1Li1N1Zn1,39.73071899,38.13065255,36.6383105,116.122,116.122,116.122,91.3834,97.4433,94.4134
Li1P1Sr1Li1P1Sr1,25.95185368,23.87718866,22.07978061,41.7602,42.0426,41.9014,27.4877,31.3922,29.44
Li1P1Zn1Li1P1Zn1,26.29685077,26.19760783,26.09905132,64.5556,64.5556,64.5556,52.2996,52.6033,52.4515
Li1Pb1Li1Pb1,72.53488541,64.0876506,57.23921085,34.0444,34.0444,34.0444,8.91466,10.8167,9.86566
Li1Pb1Pd2Li1Pb1Pd2,412.3582213,212.6109247,138.9966026,88.0444,88.0444,88.0444,8.63724,21.6167,15.127
Li1Pd1Li1Pd1,69.62485354,67.24568491,65.00738216,75.3722,75.3722,75.3722,30.3694,32.1233,31.2464
Li1Pd2Sn1Li1Pd2Sn1,260.9078928,166.6014605,120.1404396,104.106,104.106,104.106,16.3639,31.3933,23.8786
Li1Pd2Tl1Li1Pd2Tl1,102.6147143,93.58370944,85.92317689,92.406,92.7167,92.5614,29.9338,34.85,32.3919
Li1Pt1Li1Pt1,86.62042334,78.82171385,73.10892398,107.512,117.809,112.661,43.2267,57.0156,50.1211
Li1Pt7Li1Pt7,155.3007441,151.3497885,147.5776673,207.578,207.578,207.578,71.312,74.4267,72.8693
Li1Tl1Li1Tl1,22.2034507,21.25176563,20.36464591,27.6556,27.6556,27.6556,16.6777,17.7933,17.2355
Li23Sr6Li23Sr6,14.57211364,13.86927822,13.21685689,12.8167,12.8167,12.8167,7.16148,7.67,7.41574
Li2Li2,19.26839869,18.78905293,18.32828929,13.9878,13.9889,13.9884,6.66874,6.92,6.79437
Li2Mg1Pb1Li2Mg1Pb1,61.71976367,28.73273412,17.44293945,30.8333,30.8333,30.8333,8.76851,23.48,16.1243
Li2Mg1Si1Li2Mg1Si1,26.44322188,21.06211317,17.25825683,46.3222,46.3222,46.3222,31.6542,43.5733,37.6138
Li2N4P2Li2N4P2,55.25316888,47.2065578,41.06606996,135.143,136.156,135.649,88.0361,113.013,100.525
Li2Na1Sb1Li2Na1Sb1,17.14426582,15.5172708,14.1182463,29.8222,29.8222,29.8222,22.6173,25.9933,24.3053
Li2Nb2O4Li2Nb2O4,62.37974443,59.44522045,57.18288797,149.471,163.889,156.68,92.7823,114.34,103.561
Li2Nb2S4Li2Nb2S4,36.14078721,36.57893835,37.01361888,80.9308,83.8907,82.4108,57.3112,59.3544,58.3328
Li2O1Li2O1,27.77809896,27.04435316,26.34245092,79.1389,79.1389,79.1389,68.0572,70.8933,69.4753
Li2O8Ti4Li2O8Ti4,63.09169668,59.69386977,56.60638639,124.778,124.778,124.778,70.1159,76.5867,73.3513
Li2O8V4Li2O8V4,75.24054056,66.75378402,59.82946295,133.289,133.289,133.289,67.0138,80.8333,73.9236
Li2P2Sr2Li2P2Sr2,19.4558118,19.57752454,19.69883635,43.8582,44.9056,44.3819,36.7608,37.7367,37.2487
Li2Pd1Li2Pd1,64.09563767,54.7335767,48.10063223,47.9101,50.7556,49.3328,16.4685,22.6633,19.5659
Li2Pd1Sb1Li2Pd1Sb1,158.5515123,79.19278621,50.70251913,67.1167,67.1167,67.1167,12.8852,33.03,22.9576
Li2Pd4Sn12Li2Pd4Sn12,82.62785369,78.46350433,74.66161165,59.2715,59.2963,59.2839,18.3972,20.0111,19.2041
Li2Pt1Li2Pt1,60.43882599,54.92218448,51.18727666,60.8073,69.2796,65.0435,24.703,34.3744,29.5387
Li2Pt4Li2Pt4,77.0933175,71.77725877,67.08046382,133.439,133.439,133.439,65.7975,73.7533,69.7754
Li2Ru2Sn8Li2Ru2Sn8,37.2940026,36.36978687,35.48539151,65.9441,66.0074,65.9758,41.1201,42.8278,41.974
Li2S1Li2S1,18.76713686,18.74320967,18.71933122,40.4944,40.4944,40.4944,33.4937,33.5567,33.5252
Li2Sb2Zn2Li2Sb2Zn2,35.79544197,35.01948241,34.28916955,45.7146,46.3778,46.0462,24.5155,25.9133,25.2144
Li2Se1Li2Se1,17.49146045,17.37979768,17.26925821,33.8722,33.8722,33.8722,26.9807,27.2333,27.107
Li2Si4Y4Li2Si4Y4,39.76913734,35.56047428,32.21128239,67.1957,69.287,68.2414,40.1952,49.6956,44.9454
Li2Te1Li2Te1,16.82784671,16.40460177,15.99781295,26.2556,26.2556,26.2556,18.9383,19.6433,19.2908
Li30Si8Li30Si8,21.17906614,19.53780502,18.14034202,29.3157,29.9981,29.6569,18.8588,21.8956,20.3772
Li3N1Li3N1,36.63936213,29.6837622,24.69696681,52.0076,52.0148,52.0112,29.2059,39.6856,34.4457
Li3O4U1Li3O4U1,38.84312627,41.15177235,43.46984875,91.1353,98.7278,94.9315,64.687,66.6833,65.6852
Li3Pb1Li3Pb1,22.91007533,15.22686271,10.9130593,26.1722,26.1722,26.1722,14.9954,25.5133,20.2544
Li3Sb1Li3Sb1,26.15056277,17.2550629,12.35047041,32.8667,32.8667,32.8667,19.0805,33.01,26.0453
Li3Si3Y3Li3Si3Y3,27.9890115,27.45714325,26.95979261,62.15,63.4333,62.7917,47.0886,49.9767,48.5326
Li40Pb12Li40Pb12,12.89618259,12.85124168,12.80642737,21.5111,21.5111,21.5111,16.9644,17.0467,17.0055
Li4Mn4O8Li4Mn4O8,43.65718777,47.06778613,50.32490503,91.1879,112.354,101.771,58.9889,71.9722,65.4806
Li4Na4Te4Li4Na4Te4,21.0588648,20.96169933,20.86855873,25.242,25.6093,25.4256,15.1321,15.5689,15.3505
Li4O10Si4Li4O10Si4,40.33126287,39.50284059,38.72000822,76.3796,77.3741,76.8768,48.1705,50.7311,49.4508
Li4O12Sb4Li4O12Sb4,50.58702565,51.84290545,53.07956883,100.759,109.889,105.324,60.8678,66.6833,63.7755
Li4O8Rh4Li4O8Rh4,97.52666509,89.9036991,83.28735346,123.628,123.628,123.628,48.3186,55.0567,51.6876
Li4Sb4Sr4Li4Sb4Sr4,19.18162518,18.72367351,18.29645122,33.4041,34.0278,33.7159,24.6927,26.2867,25.4897
Li5N2Na1Li5N2Na1,71.36700751,64.51869636,58.7573667,61.4825,61.5037,61.4931,21.9254,25.7122,23.8188
Li6N2Li6N2,31.79700484,30.72066995,29.70716024,65.2888,65.4019,65.3453,45.9189,48.5411,47.23
Li6P2Li6P2,17.90626438,16.95841776,16.09303154,39.7016,39.8796,39.7906,33.6559,36.6144,35.1352
Li84Si20Li84Si20,16.44446493,16.01127196,15.59564393,31.0833,31.0833,31.0833,24.8054,25.77,25.2877
Li8Mg4Si4Li8Mg4Si4,22.55727697,19.33348449,16.79041381,45.5556,45.5556,45.5556,34.8417,43.3533,39.0975
Li8O8Pb2Li8O8Pb2,39.32191489,41.49263177,43.6667287,63.7218,68.8333,66.2776,37.4538,38.68,38.0669
Li9N1S3Li9N1S3,20.46848923,20.13135735,19.80316334,47.8556,47.8556,47.8556,40.3492,41.3533,40.8513
Lu1Ni1Sb1Lu1Ni1Sb1,37.55203372,37.29932328,37.04951821,82.1444,82.1444,82.1444,56.8575,57.4667,57.1621
Lu1Pb2Lu1Pb2,94.250536,77.95376753,68.65557328,38.7483,45.463,42.1057,8.72201,14.3911,11.5566
Lu1Pt1Sb1Lu1Pt1Sb1,75.67411046,75.3732986,75.07461299,112.094,112.094,112.094,51.4393,51.7767,51.608
Lu1Pt3Lu1Pt3,163.284149,156.726005,150.6319274,207.483,207.483,207.483,68.3284,73.11,70.7192
Lu1Ru2Si2Lu1Ru2Si2,94.14410792,90.89004016,87.86214192,160.804,161.854,161.329,73.8056,78.9122,76.3589
Lu2Te4Lu2Te4,110.6003604,82.32873906,64.80269632,59.4981,59.4685,59.4833,14.5315,22.5711,18.5513
Lu4Mg2S8Lu4Mg2S8,56.03334154,53.60902988,51.36287973,60.7722,60.7722,60.7722,26.2476,28.1633,27.2054
Lu4Mn2S8Lu4Mn2S8,69.04661171,65.78505093,62.78708033,65.7017,65.7009,65.7013,24.8858,26.8956,25.8907
Lu6Os8Si26Lu6Os8Si26,63.99517763,64.04482427,64.09445126,144.525,144.987,144.756,86.3941,86.6989,86.5465
Mg12Ni8Ti4Mg12Ni8Ti4,50.42471014,49.89400322,49.37313077,80.2056,80.2056,80.2056,43.3406,44.0833,43.712
Mg12Ru8Mg12Ru8,76.73330955,73.57333722,70.63802539,107.939,107.939,107.939,48.0535,51.4333,49.7434
Mg1Mg1,61.3783417,37.80479099,26.41583846,46.1667,46.1667,46.1667,16.1381,31.52,23.8291
Mg1Ni1Sb1Mg1Ni1Sb1,53.74444288,53.73045416,53.71631299,80.9722,80.9722,80.9722,41.7556,41.7733,41.7644
Mg1Ni2Sb1Mg1Ni2Sb1,103.8892446,90.79977531,80.4012118,115.278,115.278,115.278,41.2837,51.0367,46.1602
Mg1Ni2Sn1Mg1Ni2Sn1,104.0284754,91.96973507,82.20927346,115.033,115.033,115.033,41.1064,49.95,45.5282
Mg1O1Mg1O1,49.5744427,48.43004364,47.33100182,152.389,152.389,152.389,115.073,119.443,117.258
Mg1O6Pt3Mg1O6Pt3,143.4883311,124.7343796,110.2263833,187.205,189.422,188.314,65.2609,82.78,74.0204
Mg1P1Pd5Mg1P1Pd5,128.9531499,118.7566561,110.0102114,143.254,144.17,143.712,47.7668,55.0556,51.4112
Mg1P1Pt5Mg1P1Pt5,197.2549819,166.3855447,140.7820059,214.696,196.841,205.768,61.3566,71.4944,66.4255
Mg1Pd1Mg1Pd1,130.681622,107.2282358,90.40970196,93.8278,93.8278,93.8278,25.0399,34.0167,29.5283
Mg1Pd1Sb1Mg1Pd1Sb1,82.81456811,81.8087276,80.82420602,80.5778,80.5778,80.5778,29.107,29.6967,29.4018
Mg1Pd3Mg1Pd3,234.2677661,199.1876275,172.6463698,153.661,153.661,153.661,32.1379,41.5567,36.8473
Mg1Pt1Sb1Mg1Pt1Sb1,107.5212546,106.4488528,105.3960389,90.4611,90.4611,90.4611,27.89,28.3567,28.1234
Mg1Rh1Mg1Rh1,78.30102201,76.50879081,74.78848086,123.689,123.689,123.689,57.9731,60.2033,59.0882
Mg1S1Mg1S1,36.60640739,36.5984392,36.59047397,74.9722,74.9722,74.9722,50.5859,50.6033,50.5946
Mg1Sc1Mg1Sc1,49.99603942,33.88945325,24.98566469,49.8,49.8,49.8,21.3512,36.85,29.1006
Mg1Se1Mg1Se1,69.78374876,61.64022074,55.03894113,44.9722,44.9722,44.9722,13.9709,16.9533,15.4621
Mg1Sr1Mg1Sr1,17.98557956,15.42827632,13.39437276,20.2667,20.2667,20.2667,12.2354,15.11,13.6727
Mg1Tb1Mg1Tb1,45.64987886,31.08830646,22.95998717,41.4333,41.4333,41.4333,17.4327,29.82,23.6263
Mg1Tb2Mg1Tb2,76.60448171,38.77783179,25.01591131,39.0738,40.1167,39.5953,10.4806,26.6183,18.5495
Mg1Te1Mg1Te1,54.640355,49.13094311,44.52396659,34.0333,34.0333,34.0333,11.2267,13.24,12.2333
Mg1Tl1Mg1Tl1,218.8962146,158.1744519,122.4173117,35.3944,35.3944,35.3944,3.76215,6.12667,4.94441
Mg1Y1Mg1Y1,48.64146351,32.10556316,23.27530483,41.4889,41.4889,41.4889,16.5992,29.5733,23.0863
Mg24N16Mg24N16,44.50774803,44.08589407,43.66923434,109.851,109.676,109.764,76.8006,77.7922,77.2964
Mg24P16Mg24P16,40.39500982,39.10493302,37.88436951,57.55,57.55,57.55,31.4657,33.11,32.2879
Mg24Sb16Mg24Sb16,37.69729839,35.641908,33.7572236,38.1569,37.9611,38.059,17.9454,19.4267,18.686
Mg2Mo2N4Mg2Mo2N4,66.62375763,66.34669144,66.0747834,239.633,240.941,240.287,178.486,181.171,179.829
Mg2O12Sb4Mg2O12Sb4,74.05694807,68.7193059,64.24966301,160.993,166.228,163.611,90.1242,106.223,98.1738
Mg2O12Ta4Mg2O12Ta4,84.55409774,78.10055852,72.6316234,173.331,176.7,175.016,90.2692,105.297,97.7829
Mg2O2Mg2O2,90.0265152,72.88233124,60.80141039,124.936,124.959,124.948,52.4508,72.4189,62.4348
Mg2O6Si2Mg2O6Si2,101.6665026,86.71307029,75.49018259,198.354,200.976,199.665,94.8682,123.739,109.304
Mg2O6V2Mg2O6V2,158.8125847,122.3107728,98.66388027,109.698,109.913,109.806,26.8871,40.1178,33.5025
Mg2O8Rh4Mg2O8Rh4,136.3415926,133.2746606,130.3308717,169.417,169.417,169.417,58.6379,60.89,59.764
Mg2Pb1Mg2Pb1,26.91114977,26.25086178,25.61695361,35.5944,35.5944,35.5944,21.0362,21.8467,21.4414
Mg2Pd4Tb4Mg2Pd4Tb4,91.33167882,84.56682198,78.63491284,76.4271,76.2907,76.3589,24.7982,27.9844,26.3913
Mg2Rh1Mg2Rh1,38.08811625,38.90847432,39.896496,61.9191,76.7463,69.3327,36.7945,48.9378,42.8662
Mg2Ru2Sn8Mg2Ru2Sn8,40.23023463,39.51722802,38.82613674,72.0513,72.087,72.0692,44.2226,45.5222,44.8724
Mg2S8Sc4Mg2S8Sc4,78.51722479,71.94723931,66.29600217,69.3444,69.3444,69.3444,24.2807,27.8967,26.0887
Mg2Sc4Se8Mg2Sc4Se8,71.92951449,65.4444412,59.9286007,56.3389,56.3389,56.3389,19.1089,22.1833,20.6461
Mg2Se2Mg2Se2,59.04131734,58.17202629,57.31649464,45.578,45.2537,45.4159,16.3387,16.5589,16.4488
Mg2Se8Y4Mg2Se8Y4,65.05306498,61.60854019,58.47395803,51.8944,51.8944,51.8944,18.3415,20.0067,19.1741
Mg2Si1Mg2Si1,22.70086396,22.6987347,22.69654126,55.4778,55.4778,55.4778,46.6,46.6067,46.6033
Mg2Sn1Mg2Sn1,24.56178294,24.11291586,23.67731226,41.0722,41.0722,41.0722,27.9628,28.7533,28.358
Mg2Te2Mg2Te2,50.85996743,50.68594997,50.51751292,34.0557,34.4352,34.2454,11.9086,12.1744,12.0415
Mg3Nb6O11Mg3Nb6O11,96.06039306,95.20911463,94.37234506,182.198,182.348,182.273,87.5404,88.9456,88.243
Mg3Ni20P6Mg3Ni20P6,123.1461339,122.9530636,122.7603187,173.4,173.4,173.4,66.1067,66.28,66.1933
Mg3Pd3Y3Mg3Pd3Y3,137.7645932,129.7902569,122.5408131,72.6496,72.1185,72.3841,16.3238,17.8044,17.0641
Mg3Tb1Mg3Tb1,34.94146358,26.61487613,21.14117626,41.4333,41.4333,41.4333,21.5598,31.73,26.6449
Mg3Tl3Y3Mg3Tl3Y3,28.08979085,27.2618155,26.47343431,54.303,54.2889,54.296,38.3517,40.1267,39.2392
Mg3Y3Zn3Mg3Y3Zn3,57.92530756,42.26889335,32.75155789,53.2219,53.3315,53.2767,20.9391,33.1256,27.0323
Mg4N6P2Mg4N6P2,70.21776844,68.53479435,66.99033302,148.337,152.174,150.256,83.2675,89.9178,86.5926
Mg4N8Si4Mg4N8Si4,72.2274904,70.31362423,68.48896605,172.886,173.035,172.961,102.374,107.071,104.722
Mg4O12Se4Mg4O12Se4,38.79433101,39.62452046,40.44559375,77.5097,81.5481,79.5289,50.7872,53.0222,51.9047
Mg4O12Si4Mg4O12Si4,72.19571769,71.91171161,71.63195078,228.431,229.702,229.067,155.539,157.851,156.695
Mg4O8Mg4O8,52.96971316,52.930055,52.89117983,128.041,127.952,127.996,84.0112,84.0244,84.0178
Mg4O8Si2Mg4O8Si2,58.8390855,56.74884932,54.99501435,109.665,116.509,113.087,61.1503,70.7389,65.9446
Mg4O8Sn2Mg4O8Sn2,99.37822431,85.58247188,74.87794943,136.344,136.344,136.344,55.0958,69.6067,62.3512
Mg4P6Rh7Mg4P6Rh7,89.22686999,89.12044494,89.01424745,154.15,154.15,154.15,72.417,72.56,72.4885
Mg4Pt2Mg4Pt2,52.63293521,46.58749738,41.66634106,72.4393,72.5444,72.4919,35.9348,43.4467,39.6907
Mg4Pt2Si2Mg4Pt2Si2,50.08364444,51.99649304,53.89233898,94.8621,101.596,98.2292,56.0537,58.5544,57.3041
Mg4Se8Mg4Se8,35.24544282,34.96805392,34.69140802,50.5039,50.0907,50.2973,28.8168,28.8211,28.8189
Mg4Si2Mg4Si2,103.845259,101.2045847,98.7724164,55.1141,56.3333,55.7237,13.6523,14.7067,14.1795
Mg4Si4Sr4Mg4Si4Sr4,22.76503578,21.97859626,21.28674954,42.5041,44.2722,43.3882,31.1837,34.8667,33.0252
Mg4Te8Mg4Te8,28.81727504,28.75481005,28.69260384,37.9448,37.9574,37.9511,21.963,22.0478,22.0054
Mg4Th2Mg4Th2,42.62341842,42.02178687,41.43470586,51.0389,51.0389,51.0389,25.1787,25.7533,25.466
Mg5Pd10Si16Mg5Pd10Si16,68.03521897,67.8149455,67.59579158,113.344,113.344,113.344,57.0732,57.3767,57.2249
Mg5Pt10Si16Mg5Pt10Si16,77.32753142,77.04810843,76.77048283,128.083,128.083,128.083,61.7218,62.09,61.9059
Mg6Mn1O8Mg6Mn1O8,47.91058881,47.23254259,46.57077121,135.617,135.617,135.617,99.3005,101.59,100.445
Mg6Ni16Si7Mg6Ni16Si7,67.97367232,67.93037271,67.88712207,145.856,145.856,145.856,83.3763,83.4633,83.4198
Mg6O6Mg6O6,112.5854628,94.54753278,81.11544121,93.4556,93.4556,93.4556,28.186,36.9833,32.5847
Mg6P4Mg6P4,29.86584674,29.85406127,29.84228363,57.4444,57.4444,57.4444,39.7923,39.8167,39.8045
Mg6Zn33Mg6Zn33,47.90548123,47.09956538,46.30258391,65.9367,64.9852,65.4609,33.6673,33.8544,33.7609
Mg8O8Mg8O8,70.40770197,61.59155263,55.60777451,106.103,117.807,111.955,50.261,71.2811,60.7711
Mg8Sr4Mg8Sr4,18.55576818,18.77598093,18.99562844,25.2853,25.7685,25.5269,16.6646,16.8511,16.7578
Mg8Tb4Mg8Tb4,49.28115503,46.48472018,43.94940086,42.5006,42.4537,42.4772,17.0299,18.6389,17.8344
Mn1Mn1,59.11710971,37.78354065,26.94816078,54.3111,54.3111,54.3111,21.2307,39.6067,30.4187
Mn1Ni1P1Mn1Ni1P1,138.2863616,137.0808652,135.8943075,114.672,114.672,114.672,32.2689,32.7433,32.5061
Mn1Ni1Sb1Mn1Ni1Sb1,81.81905506,81.81849433,81.81793362,91.1944,91.1944,91.1944,35.3963,35.3967,35.3965
Mn1Ni2Sb1Mn1Ni2Sb1,197.984928,140.2629232,107.2145574,125.928,125.928,125.928,27.4763,45.9167,36.6965
Mn1Ni3Mn1Ni3,150.3114671,120.5784903,100.0169092,141.378,141.378,141.378,41.1956,57.8667,49.5311
Mn1Ni4Y1Mn1Ni4Y1,88.82650753,88.31400804,87.80701084,115.789,115.789,115.789,47.3196,47.7733,47.5465
Mn1Ni6O8Mn1Ni6O8,82.49914342,82.35477753,82.21098175,162.706,162.706,162.706,83.7812,84.0233,83.9023
Mn1O1Mn1O1,98.17687511,94.46322433,90.99486058,144.689,144.689,144.689,60.8414,64.7933,62.8174
Mn1O3Sr1Mn1O3Sr1,51.04314543,50.95525435,50.86762801,131.833,131.833,131.833,90.4382,90.69,90.5641
Mn1Pb1Rh2Mn1Pb1Rh2,128.5177401,112.5436467,99.82942962,139.883,139.883,139.883,46.2211,57.04,51.6306
Mn1Pd1Mn1Pd1,172.2211432,111.9689394,81.39484172,100.778,100.778,100.778,22.1179,41.2967,31.7073
Mn1Pd1Te1Mn1Pd1Te1,155.7461429,139.67378,126.3788764,81.7111,81.7111,81.7111,17.5699,20.9267,19.2483
Mn1Pd2Sb1Mn1Pd2Sb1,220.3619057,158.7395742,122.6194898,114.267,114.267,114.267,21.7006,35.49,28.5953
Mn1Pd2Sn1Mn1Pd2Sn1,169.232937,131.1497085,106.1974513,115.972,115.972,115.972,27.7083,40.9033,34.3058
Mn1Pt1Mn1Pt1,107.714331,95.94468105,86.26830593,137.695,137.328,137.511,52.298,62.6133,57.4557
Mn1Pt1Sb1Mn1Pt1Sb1,102.08128,98.83036452,95.76117683,97.1889,97.1889,97.1889,32.4277,34.1933,33.3105
Mn1Pt1Sn1Mn1Pt1Sn1,115.6329563,115.2045189,114.778456,94.7833,94.7833,94.7833,28.1555,28.33,28.2427
Mn1Pt3Mn1Pt3,135.7849099,125.9496446,117.3333993,184.489,184.489,184.489,66.8628,75.5333,71.1981
Mn1Rh1Mn1Rh1,84.14665852,78.10686285,72.79985522,132.133,132.133,132.133,60.3217,67.96,64.1408
Mn1Rh1Sb1Mn1Rh1Sb1,121.2848088,120.9885783,120.6936547,106.072,106.072,106.072,32.0325,32.1633,32.0979
Mn1Rh2Sn1Mn1Rh2Sn1,123.0181296,108.5830734,96.94115125,154.289,154.289,154.289,55.533,67.7033,61.6182
Mn1S1Mn1S1,51.04024153,51.0393505,51.03831101,79.7778,79.7778,79.7778,42.5754,42.5767,42.576
Mn1Se1Mn1Se1,45.36539191,45.25983349,45.15470157,67.0389,67.0389,67.0389,36.0585,36.1933,36.1259
Mn1Te1Mn1Te1,67.80884065,60.00375923,53.65680249,37.1944,37.1944,37.1944,10.7581,13.0167,11.8874
Mn1V1Mn1V1,80.49837269,78.8283329,77.21985749,224.467,224.467,224.467,138.535,143.36,140.948
Mn2N6Sr6Mn2N6Sr6,40.09409632,40.88642935,41.67794726,57.3536,59.1315,58.2425,31.4915,31.9656,31.7285
Mn2Na2O4Mn2Na2O4,35.54889413,39.47804046,43.31380756,80.5681,96.7111,88.6396,57.6726,64.8367,61.2546
Mn2Nb6S12Mn2Nb6S12,35.89989392,37.14967647,38.38006612,64.8022,74.2019,69.502,41.2805,47.9778,44.6291
Mn2O3Ta1Mn2O3Ta1,94.98064775,96.00275437,97.02043251,147.611,154.33,150.97,64.4376,67.6844,66.061
Mn2O6Y2Mn2O6Y2,107.5919163,100.0496426,93.11097085,157.887,152.689,155.288,64.2744,68.9167,66.5955
Mn2S8Sc4Mn2S8Sc4,77.10395249,72.49287915,68.35099968,69.5111,69.5111,69.5111,24.7353,27.3067,26.021
Mn2Sc4Se8Mn2Sc4Se8,78.77641338,71.81611242,65.87999178,57.7667,57.7667,57.7667,18.4112,21.32,19.8656
Mn2Se2Mn2Se2,64.84636751,62.97449343,61.2076453,66.6583,66.9426,66.8004,26.771,28.2422,27.5066
Mn2Se6Th2Mn2Se6Th2,55.70676391,57.71525013,59.70551647,64.1643,68.5444,66.3544,28.6109,29.86,29.2354
Mn2Si2Tb1Mn2Si2Tb1,35.40009828,35.55264715,35.70498439,84.4688,86.1259,85.2974,62.1162,63.5222,62.8192
Mn2Si2Y1Mn2Si2Y1,35.18688206,35.16648456,35.14747067,83.4415,84.3778,83.9097,61.2774,62.3667,61.8221
Mn2Sn1W1Mn2Sn1W1,91.57667302,91.48513292,91.39471801,212.522,212.522,212.522,114.734,114.923,114.829
Mn2Sn4Mn2Sn4,40.04281893,39.12711866,38.25063017,90.7891,91.0463,90.9177,62.7834,65.3844,64.0839
Mn2Te2Mn2Te2,59.58632669,58.85870114,58.14925944,52.3907,52.5185,52.4546,19.9857,20.4611,20.2234
Mn3N1Pd1Mn3N1Pd1,45.60515812,44.38583311,43.22204918,84.1389,84.1389,84.1389,50.4867,52.7033,51.595
Mn3N1Zn1Mn3N1Zn1,48.10183319,47.66757758,47.24000377,87.4,87.4,87.4,51.2101,51.96,51.585
Mn3Nb6O11Mn3Nb6O11,121.9576356,117.9534614,114.1706681,178.942,178.643,178.793,69.8641,73.6289,71.7465
Mn3P3Rh3Mn3P3Rh3,96.23446746,103.2760633,110.2562818,126.187,142.13,134.158,50.3806,53.7911,52.0858
Mn3Sb1Mn3Sb1,33.00399045,32.98525243,32.96639285,50.2444,50.2444,50.2444,30.1098,30.1367,30.1232
Mn4Nb4P4Mn4Nb4P4,113.5055737,110.7620334,108.0956333,243.412,240.657,242.034,117.678,120.484,119.081
Mn4Ni4Si4Mn4Ni4Si4,87.67589443,87.64652337,87.61716994,96,96,96,36.11,36.13,36.12
Mn4O10Sr4Mn4O10Sr4,61.26676485,59.05621215,56.95292906,111.512,110.413,110.963,60.6716,63.4344,62.053
Mn4O12Sr4Mn4O12Sr4,60.45837469,58.73147233,57.09971487,116.739,117.174,116.956,65.694,69.2044,67.4492
Mn4O14Sb4Mn4O14Sb4,71.24048382,71.18409286,71.12788036,154.456,154.456,154.456,87.4298,87.5433,87.4866
Mn4O14Tl4Mn4O14Tl4,89.82965673,89.33716122,88.84934451,155.878,155.878,155.878,73.2292,73.8967,73.5629
Mn4O14Y4Mn4O14Y4,72.55729775,72.52668735,72.49609994,175.067,175.067,175.067,103.928,104,103.964
Mn4P4Zr4Mn4P4Zr4,53.80517728,52.1735363,50.67201097,117.3,119.465,118.382,72.7379,78.4756,75.6067
Mn4Pd8Mn4Pd8,126.2584326,115.8818458,107.8667031,116.56,124.798,120.679,35.682,45.0722,40.3771
Mn4Si4Tb4Mn4Si4Tb4,47.65441943,47.69179605,47.77556512,92.9675,99.5889,96.2782,56.6043,62.63,59.6171
Mn4Te8Zn2Mn4Te8Zn2,135.2433609,130.8686276,126.7440892,42.1944,42.1944,42.1944,7.33774,7.74667,7.54221
Mn6Sn6Zr1Mn6Sn6Zr1,39.04473551,39.18844253,39.3318783,54.1502,54.6278,54.389,29.5055,29.7233,29.6144
Mn8Sc4Mn8Sc4,37.25126147,36.24675351,35.29697585,57.1873,57.5463,57.3668,33.2379,35.0094,34.1237
Mo12N4Ni8Mo12N4Ni8,119.3158998,117.2742658,115.2939029,265.844,265.844,265.844,128.842,132.577,130.709
Mo12N4Pt8Mo12N4Pt8,137.1475379,136.9332333,136.7182804,288.833,288.833,288.833,129.889,130.23,130.059
Mo12P4Mo12P4,148.30455,150.5959262,152.8735713,241.472,249.65,245.561,92.9971,95.3067,94.1519
Mo16N4Ni8Mo16N4Ni8,152.2965531,152.1391875,151.9821174,271.5,271.5,271.5,108.432,108.62,108.526
Mo1N1Mo1N1,374.0397421,297.9098005,246.0859166,197.361,197.361,197.361,31.4878,44.8767,38.1822
Mo1P1Mo1P1,75.78477768,76.42971442,77.07125253,210.33,217.187,213.758,132.054,136.659,134.356
Mo1Pt2Mo1Pt2,139.1428582,130.5820834,123.0184489,271.968,274.17,273.069,117.255,131.546,124.4
Mo1Pt3Mo1Pt3,182.6464133,162.4183988,145.9305228,238.362,238.372,238.367,76.5769,92.4533,84.5151
Mo1Si2Mo1Si2,49.18311853,48.96625467,48.75349716,201.011,202.119,201.565,175.447,178.154,176.801
Mo1Zn6Mo1Zn6,74.66284726,64.4569295,56.48692723,93.7339,93.7352,93.7346,39.7712,49.9511,44.8611
